ID_respuesta,Encuesta,ID_respondente,Fecha_inicio,Fecha_fin,Estado,QC_veredicto,Duracion_min,Codigo_postal,Edad,Renta_anual_hogar,Situacion_familiar,LS_cuesta_cambiar_marca,LS_mismo_supermercado,LS_planes_tranquilos,LS_marcas_por_percepcion,LS_restaurante_reputacion,LS_cultura_viajes,LS_sin_estilo,LS_restaurantes_nuevos,LS_se_adapta,LS_origen_impacto,LS_actividades_aporte,LS_experiencia_vs_anillo,Ultima_compra_lenceria,Ultima_compra_bano,Frecuencia_compra_ropa,Ultima_compra_moda,Gasto_lenceria_por_compra,Gasto_bano_por_compra,Marca_mas_cara_ultimo_ano,Gasto_mensual_ropa,Dic_Playa_vs_Montana,Dic_Colores_neutros_vs_vividos,Dic_Con_vs_Sin_estampado,Dic_Con_diseno_vs_Basico,Dic_Duradero_vs_Moda,Banadores_en_armario,Banadores_usados_temporada,Compra_banadores_nuevos_verano,Aprovecha_rebajas_post_verano,Motivos_compra_ropa,Momentos_compra_ropa,Talla_pantalon,Talla_camiseta,Talla_sujetador,Dificultad_encontrar_talla,Motivo_dificultad_talla,Talla_otro_especificar,Factores_valorados_compra,Factores_frenan_compra,Barrera_compra_otra_especificar,Canal_fisico_lenceria,Canal_fisico_bano,Compra_lenceria_bano_online,Canal_online_lenceria,Canal_online_bano,Que_valora_al_comprar,Experiencia_compra_lenceria,Experiencia_compra_bano,Experiencia_digital_lenceria_bano,Top_of_mind_lenceria,Otras_marcas_lenceria,Marcas_donde_compra_lenceria,Marcas_lenceria_otras_especificar,Marca_favorita_lenceria_motivo,Func_lenc_Ajuste_sujecion,Func_lenc_Duracion,Func_lenc_Variedad_tallas,Func_lenc_Comodidad,Func_lenc_Calidad_precio,Func_lenc_Suavidad_tejido,Emoc_lenc_Estetica,Emoc_lenc_Moderna,Emoc_lenc_Refleja_personalidad,Emoc_lenc_Destaca,Emoc_lenc_Identificacion_marca,Emoc_lenc_Diseno,Emoc_lenc_Marca_especialista,Visibilidad_lenceria_canales,Influencer_lenceria_sino,Influencer_lenceria_nombre,Opinion_Pilar_Rubio,Top_of_mind_bano,Otras_marcas_bano,Marcas_donde_compra_bano,Marcas_bano_otras_especificar,Marca_favorita_bano_motivo,Atributos_valorados_bano,Visibilidad_bano_canales,Influencer_bano_sino,Influencer_bano_nombre,Colores_favoritos_lenceria,Combinaciones_colores_lenceria,Producto_lenceria_elegido,Por_que_gusta_mas_lenc,Por_que_otros_gustan_menos_lenc,Colores_favoritos_bano,Combinaciones_colores_bano,Producto_bano_elegido,Por_que_gusta_mas_bano,Por_que_otros_gustan_menos_bano,Triada_producto_mostrada,q26
954723a8-9176-48af-8fe9-d6ebf1f0a35a,lingerie-swim,6a2be809-5f3e-f552-2b88-537113ea5536,2026-06-12T11:05:54.467572+00:00,2026-06-12T11:15:46.435+00:00,complete,OK,9.9,29680,52,Menos de 20.000 €,"Vivo sin pareja, con hijos en el hogar",4,4,4,2,4,4,3,4,4,3,3,3,Hace 2 meses,El verano pasado,Una vez al mes,Hace un mes,60,100,Triunfh,Menos de 200 €,Montana,Colores neutros,Sin estampado,Con diseno,Estar a la moda,7,7,Sí,Sí,La vi y me encantó,Un viaje o escapada planificada,L,L,95c,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Diseño y estética | Sentirse atractiva,"Falta de asesoramiento | No encontrar mi línea (lactancia, postcirugía…)",,Tienda multimarca especializada en lencería | Marcas de moda generalista,Tienda multimarca especializada en lencería,"Lo he intentado, pero prefiero tienda física",,,Poder medirme y que me asesoren | Probadores cómodos y privados,La facilidad para todo,La facilidad para todo,,Women secret,Calvin Klein,Ysabel Mora | Calvin Klein | Triumph | Women Secret,,Women secret por sus diseños tan bonitos,5,4,5,5,5,5,5,4,4,4,4,5,5,1.Escaparate de tienda,no,,Neutra,Isabel mora,Triunfh,Dolores Cortés | Calzedonia,,Calcedonia por su calidad y diseños,Calidad del tejido | Comodidad | Variedad de tallas | Buena relación calidad-precio | Elegante,1.Escaparate de tienda,no,,#1a1715 | #1a0e0e | #1a0d0c,Combo1:#000000+#5C3A1E+#E8C4A0 | Combo2:#3E2009+#C2A882+#D4BEA6 | Combo3:#E57373+#8B6347+#E57373,lingerie:lt2_s,Es muy elegante,No se,#1a1712 | #1a1610 | #1a1510,Combo1:#212121+#000000+#212121 | Combo2:#FFE0B2+#A08060+#FFE0B2 | Combo3:#3E2009+#5C3A1E+#3E2009,swim:st3_a,Es muy elegante,No es mi estilo,swim:triada3 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""b""}"
664327af-30f8-4d52-b994-d03c5ed8a44b,lingerie-swim,6a2bf9fe-da78-6389-0c59-727f32227963,2026-06-12T12:22:30.436992+00:00,2026-06-12T12:39:52.856+00:00,complete,REVIEW,17.4,28770,49,35.000 – 55.000 € (medio),"Vivo con pareja, con hijos en el hogar",2,4,5,2,3,3,3,3,3,3,4,4,En el pasado,Hace 2 años,Solo cuando lo necesito o se rompe,Hace un año,20,20,Springfield,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Producto duradero,2,2,No,No,Se me ha gastado o roto,"En el día a día, compro sin necesitar una razón concreta",L,L,Ninguna,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio | Durabilidad tras lavados,Precio percibido elevado,,Grandes almacenes (El Corte Inglés) | Tienda monomarca de lencería o baño | Marcas de moda generalista,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés) | Marcas de moda generalista,"Lo he intentado, pero prefiero tienda física",,,Variedad de tallas incluyendo las mías | Precio competitivo | Guía de tallas fiable online | Probadores cómodos y privados,La fiabilidad,La fiabilidad,,Intimisaimi,Ahanderado,Intimissimi | Women Secret,,No tengo favorita,5,5,5,5,5,5,5,5,5,5,5,5,5,1.Escaparate de tienda | 2.Publicidad exterior,no,,Sin opinion,Ninguna,No lo sé,Oysho | H&M | Zara,,Ninguna,Durabilidad | Comodidad | Variedad de tallas,1.Escaparate de tienda | 2.Publicidad exterior | 3.Valla publicitaria,no,,#4055ff | #ff3558 | #43ff4b,Combo1:#FF8FAB+#F44336+#004D40 | Combo2:#1565C0+#BA68C8+#CE93D8 | Combo3:#E0E0E0+#FA8072+#1B5E20 | Combo4:#1A0030+#BA68C8+#EF9A9A,lingerie:lt1_a,Sin motivo conewto,Sin motivo concreto,#367dff | #ff4b68 | #52ff76,Combo1:#FFFFFF+#E0E0E0+#000000 | Combo2:#42A5F5+#F3E5F5+#1A0030 | Combo3:#000000+#F1F8E9+#1B5E20,swim:st3_s,Es el más veraniego,Son menos alegres,swim:triada3 | lingerie:triada1,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
11b9372b-8f03-4a63-adb1-4ad6b8408a3d,lingerie-swim,6a2be888-bbdd-0f00-cfa3-4cbb1373f8dc,2026-06-12T11:08:00.232292+00:00,2026-06-12T11:24:26.631+00:00,complete,OK,16.4,38710,58,35.000 – 55.000 € (medio),"Vivo con pareja, con hijos fuera del hogar",4,4,5,3,3,2,3,3,3,1,3,3,Hace una semana,Hace un mes,Una vez al mes,Hace dos días,30,50,Levis,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Estar a la moda,Dos,Dos,Sí,Sí,Me apetece darme un capricho | La vi y me encantó,"En el día a día, compro sin necesitar una razón concreta | En las rebajas o una promoción concreta",L,Cl,100c,"Nunca, siempre encuentro",,,Sentirse atractiva | Que esté de moda o sea tendencia | Comodidad y fit perfecto,Tirantes o aros que clavan o molestan | Precio percibido elevado,,Tienda multimarca especializada en lencería,Tienda multimarca especializada en lencería,"Sí, ocasionalmente",App móvil de la marca,App móvil de la marca,Devolución fácil y gratuita | Variedad de tallas incluyendo las mías | Guía de tallas fiable online,La calidad y tallaje,La calidad y tallaje,Web fácil de navegar y filtrar por talla | Guía de tallas fiable y específica por modelo | Opción de recoger en tienda | Devolución gratuita garantizada,Women Secret,Oysho,Ysabel Mora | Women Secret,,Women Secret,5,4,4,5,4,4,4,4,4,4,4,4,4,1.Instagram | 2.Escaparate de tienda,no,,Me da igual,Women Secret,Triumph,Ysabel Mora | Oysho,,Oysho,Calidad del tejido | Ajuste y fit del bañador | Comodidad | No transparenta al mojarse | Sujeción | De moda,1.Instagram | 2.Escaparate de tienda,no,,#b2cbff | #ff6992 | #caff7b,Combo1:#212121+#8E24AA+#000000 | Combo2:#8E24AA+#4A148C+#AB47BC | Combo3:#2B7BB9+#1565C0+#87CEEB,lingerie:lt2_b,Más sujeción,Menos sujeción,#948cff | #ff487f | #b7ff7b,Combo1:#2B7BB9+#1B3A5C+#1565C0 | Combo2:#4CAF50+#2E7D32+#2E7D32 | Combo3:#8E24AA+#4A148C+#8E24AA,swim:st1_a,Más acorde,Menos acorde,swim:triada1 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""b""}"
7ca36f3a-dcc5-481b-aa60-2417993ac2f6,lingerie-swim,6a2bf964-bb7a-9876-f77f-73e2b24f0fbe,2026-06-12T12:19:55.034005+00:00,2026-06-12T12:30:43.442+00:00,complete,OK,10.8,38205,30,20.000 – 35.000 € (medio-bajo),"Vivo sin pareja, sin hijos",4,3,4,4,3,4,4,3,3,4,4,4,Unos 2 meses,el mes pasado,Una vez al mes,hace unas 3 semanas,entre 15 y 30,entre 15 y 30,Mango,Menos de 200 €,Montana,Colores vividos,Sin estampado,Con diseno,Producto duradero,8,3,No,Sí,Se me ha gastado o roto | La vi y me encantó,"Un viaje o escapada planificada | Una fecha o evento social próximo (boda, cena, reunión, etc.)",M,S,85,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio | Diseño y estética | Sentirse atractiva,Miedo a comprar online sin probar | Proceso de devolución complicado,,Marcas de moda generalista,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…)","Marketplace (Amazon, Zalando, Asos…)",Poder medirme y que me asesoren | Variedad de tallas incluyendo las mías | Precio competitivo,calidad- precio y cercanía si la tienda es física,"calidad-precio, diseño y cercanía de la tienda en caso de ser física",Opción de recoger en tienda | Fotos de alta calidad con diferentes cuerpos | Web fácil de navegar y filtrar por talla,zara,"bershkha, H&M, Mango",Calvin Klein,,"Zara por sus precios competitivos, cercanía de la tienda a mi lugar de residencia y atención",4,4,3,4,4,3,4,3,4,3,3,4,4,1.Instagram | 2.Televisión,no,,No tengo una opinión sobre ella,H&M,Calzedonia,H&M | Calzedonia | Zara,,"Zara por su calidad-precio, diseño y cercanía a mi lugar de residencia",Durabilidad | Comodidad | Variedad de tallas | Sujeción,1.Instagram | 2.YouTube | 3.Televisión,no,,#c915ff | #0ec3ff | #ff0696,Combo1:#000000+#E3F2FD+#BA68C8 | Combo2:#006994+#006994+#42A5F5 | Combo3:#C8A2C8+#C8A2C8+#4A148C,lingerie:lt3_s,por su diseño en sí,porque la de el medio es la que mas me gusta,#f9fffe | #fafcff | #fafcff,Combo1:#FFE4EE+#FFE4EE+#E0E0E0 | Combo2:#212121+#000000+#000000 | Combo3:#C8A2C8+#CE93D8+#C8A2C8,swim:st3_s,me gusta el estampado y su color,porque la de la derecha me ha gustado mas que las otras dos,swim:triada3 | lingerie:triada3,"{""d1"": ""b"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
5a8676fc-dafc-4ce6-b8a5-1eaba2d14043,lingerie-swim,6a2be810-715b-391b-417c-85ce62e7b1d0,2026-06-12T11:06:00.231376+00:00,2026-06-12T11:52:15.778+00:00,complete,OK,46.3,38107,51,35.000 – 55.000 € (medio),"Vivo con pareja, sin hijos",3,3,1,1,1,1,3,2,4,3,4,3,6 meses,Hace 1 año,Cada 2 – 3 meses,3 meses,25,30,No se,Menos de 200 €,Playa,Colores neutros,Sin estampado,Basico,Producto duradero,3,3,No,Sí,Se me ha gastado o roto | La vi y me encantó,En las rebajas o una promoción concreta,34,S,85,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Calidad del tejido y acabados | Diseño y estética | Durabilidad tras lavados,"Proceso de devolución complicado | No encontrar mi línea (lactancia, postcirugía…) | Precio percibido elevado",,Tienda multimarca especializada en lencería,Tienda multimarca especializada en lencería,"No, nunca compro lencería/baño online",,,Probadores cómodos y privados | Devolución fácil y gratuita | Variedad de tallas incluyendo las mías,Nada. Encontrar que me quede bien,Nada en especial,,No se,No se,Women Secret | Intimissimi,,Ninguna,5,5,4,5,5,5,4,4,4,3,3,4,3,1.Marquesina,no,,Simpatica,No se,No se,Calzedonia,,Ninguna,Calidad del tejido | Ajuste y fit del bañador | Comodidad | Durabilidad,1.Marquesina,no,,#3f9fff | #c245ff | #ff1213,Combo1:#87CEEB+#1565C0+#E0E0E0 | Combo2:#6A1B9A+#CE93D8+#F3E5F5 | Combo3:#000000+#FFFFFF+#E0E0E0,lingerie:lt1_b,No se. Tampoco me gusta mucho,No se,#2e27ff | #2e27ff | #b758ff,Combo1:#8E24AA+#6A1B9A+#CE93D8 | Combo2:#42A5F5+#E3F2FD+#42A5F5 | Combo3:#2E7D32+#1B5E20+#C5E1A5,swim:st1_s,Es mi estilo,Si me gustan tambirn,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
5f6c1fb3-a73e-4045-80bf-733f40373a98,lingerie-swim,6a2bf9c6-9db0-10fd-62f6-cb829cb6c5b5,2026-06-12T12:21:33.264262+00:00,2026-06-12T12:31:58.157+00:00,complete,REVIEW,10.4,39860,58,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",3,3,3,2,2,2,3,2,3,3,3,3,Nada,Ninguno,Solo cuando lo necesito o se rompe,Ninguno,Nada,Nada,Ninguna,Menos de 200 €,Playa,Colores vividos,Sin estampado,Basico,Producto duradero,3,3,No,No,Se me ha gastado o roto,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",54,3xl,Ninguno,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio,Dificultad para encontrar talla,,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Guía de tallas fiable online,Nada,Nada,,Ninguno,Ninguno,Intimissimi | Calvin Klein,,Ninguno,2,2,2,2,2,2,1,1,1,1,1,1,1,1.Instagram,no,,Ninguno,Nada,Ninguno,Zara | H&M,,Ninguno,Calidad del tejido | Comodidad,1.Instagram,no,,#f87dff | #62bcff | #4aff54,Combo1:#87CEEB+#64B5F6+#42A5F5 | Combo2:#F3E5F5+#E8D5F0+#C8A2C8 | Combo3:#C5E1A5+#9CAF88+#8BC34A,lingerie:lt1_s,Nada,Nada,#ffa4dd | #5cbaff | #71ff89,Combo1:#F5ECD7+#EDE0CF+#D4BEA6 | Combo2:#E3F2FD+#B0C4DE+#87CEEB | Combo3:#8E24AA+#6A1B9A+#4A148C,swim:st1_b,Nada,Nada,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
1231fc70-27eb-4ce4-808f-7efd7af334eb,lingerie-swim,6a2be8b7-954e-778b-797d-1ff00f83d860,2026-06-12T11:08:46.736723+00:00,2026-06-12T11:26:42.729+00:00,complete,OK,17.9,48980,55,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos fuera del hogar",5,3,3,1,3,3,5,5,5,1,5,5,Hace más de 12 meses,Hace 12 meses,Solo cuando lo necesito o se rompe,Hace 3 dias,10,10 0 15,Ninguna marca,Menos de 200 €,Playa,Colores neutros,Sin estampado,Basico,Producto duradero,2,2,No,No,Se me ha gastado o roto,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",38,M,95D,A menudo,Copa pequeña para mi contorno,,Relación calidad-precio | Durabilidad tras lavados,Dificultad para encontrar talla | Precio percibido elevado | Tirantes o aros que clavan o molestan,,Outlet físico,Outlet físico,"No, nunca compro lencería/baño online",,,Devolución fácil y gratuita | Probadores cómodos y privados | Variedad de tallas incluyendo las mías,Calidad precio,Calidad precio,,Noe acuerdo,No me acuerdo,Selene,,Selene porque tiene siemprei talla,5,5,5,5,5,5,1,3,3,1,3,3,5,1.Escaparate de tienda,no,,Chica maja,No se,No se,otras_marcas,Outlet,No tengo marcas favoritas,Calidad del tejido | Durabilidad | Comodidad | No transparenta al mojarse | Sujeción,,no,,#6ad0ff | #47ff74 | #ca69ff,Combo1:#BA68C8+#AB47BC+#6A1B9A | Combo2:#42A5F5+#87CEEB+#64B5F6 | Combo3:#9E9E9E+#616161+#BDBDBD,lingerie:lt3_s,Es más fina,Son menos finas,#a95fff | #4bff50 | #ff2f92,Combo1:#000000+#757575+#BDBDBD | Combo2:#8E24AA+#CE93D8+#BA68C8 | Combo3:#40B0A0+#4CAF50+#40B0A0,swim:st1_a,Por su forma,Por qué no soy de bikini,swim:triada1 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
eca3013a-100d-4598-9c2a-fd6d99c260cf,lingerie-swim,6a2be859-89a5-48da-d6b7-518f268d258c,2026-06-12T11:07:11.67778+00:00,2026-06-12T11:22:15.655+00:00,complete,OK,15.1,28229,60,55.000 – 75.000 € (medio-alto),"Vivo con pareja, con hijos en el hogar",3,4,4,3,4,4,3,4,4,4,4,3,navidad,verano,Cada 2 – 3 meses,hace 3 meses,50,40,nike,Menos de 200 €,Playa,Colores neutros,Sin estampado,Con diseno,Producto duradero,4,4,Sí,Sí,Me apetece darme un capricho,"En el día a día, compro sin necesitar una razón concreta",40,L,85B,"A veces, depende de la marca",Contorno entre dos tallas,,Diseño y estética,Tirantes o aros que clavan o molestan,,Tienda multimarca especializada en lencería,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Precio competitivo | Probadores cómodos y privados,consejo vendedoras,probadores y gama amplia de producto,,etam,womens secret,Women Secret | Chantelle,,womens secret,4,5,5,5,4,5,4,5,5,5,4,4,5,1.Publicidad exterior,no,,una presentadora famosa,oneill,ninguna,Oysho,,oneill,Calidad del tejido | Comodidad | Variedad de tallas,1.Ecommerce propio de la marca,no,,#97ffa8 | #908aff | #ff614c,Combo1:#F44336+#FFA726+#A08060 | Combo2:#CE93D8+#AB47BC+#8E24AA | Combo3:#FFB3C6+#FF8FAB+#E91E8C,lingerie:lt1_b,me parece la mas sexy,no me llamaron a primera vista,#ff6f63 | #8dffa8 | #aa68ff,Combo1:#BA68C8+#AB47BC+#8E24AA | Combo2:#FFCDD2+#EF9A9A+#E57373 | Combo3:#A08060+#8B6347+#5C3A1E,swim:st1_s,favorecedor color y sin tirantes,marcas que me dejaran,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
42696b2a-4892-48d5-a44e-d9eece3ea1bb,lingerie-swim,6a2be7d9-3130-adcf-5b31-994e7ade75dc,2026-06-12T11:05:04.810721+00:00,2026-06-12T11:16:52.508+00:00,complete,REVIEW,11.8,08923,46,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, sin hijos",4,4,4,2,3,4,3,5,4,3,4,5,Hace 6 meses,Hace 3 meses,Cada 6 meses,Una sudadera,10€,20€,Converse,Menos de 200 €,Playa,Colores vividos,Con estampado,Con diseno,Producto duradero,6,3,Sí,No,Me apetece darme un capricho,En las rebajas o una promoción concreta,38,S/M,85B,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio | Durabilidad tras lavados,Precio percibido elevado,,Marcas de moda generalista,Marcas de moda generalista,"Sí, ocasionalmente",App móvil de la marca,App móvil de la marca,Precio competitivo,Entrega rápida y buen precio,Entrega rápida y buen precio,Fotos de alta calidad con diferentes cuerpos | Devolución gratuita garantizada,Oisho,Woman secret,Triumph | Women Secret | Intimissimi | Calvin Klein,,No tengo una marca preferida en concreto,4,4,3,5,5,5,3,3,3,2,3,2,4,1.Instagram | 2.Revistas de moda | 3.Ecommerce propio de la marca | 4.Televisión,no,,Que es muy guapa y simpática,Decathlon,Woman secret,Calzedonia | H&M,,No tengo ninguna en concreto pero Decathlon tiene de calidad y buen precio,Durabilidad | Comodidad | Secado rápido,1.Revistas de moda | 2.Ecommerce propio de la marca | 3.Escaparate de tienda,no,,#6975ff | #6f6eff | #ffa03b,Combo1:#8E24AA+#1565C0+#4CAF50 | Combo2:#1A0030+#FFFFFF+#E65100 | Combo3:#1565C0+#FFFFFF+#EF5350,lingerie:lt1_a,Porque es la única que quizás compraria,Porque parece que darán calor,#2a1fff | #fffcef | #ff3153,Combo1:#8BC34A+#F9A825+#1A0030 | Combo2:#1565C0+#FFFFFF+#F44336 | Combo3:#BA68C8+#FFFFFF+#42A5F5,swim:st3_b,Por los colores,Por los colores,swim:triada3 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""a""}"
49036871-ee0e-4543-b328-b8ffc7bb0471,lingerie-swim,6a2bf79a-6356-8fbc-c6e4-87b05670bece,2026-06-12T12:12:18.066206+00:00,2026-06-12T12:30:39.012+00:00,complete,OK,18.3,28945,57,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",3,4,4,3,4,3,3,4,3,3,3,4,Hace 4 meses,Hace un año,Cada 6 meses,Hace 3 meses,50 euros,40 euros,Zara,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Producto duradero,2,2,Sí,Sí,Me apetece darme un capricho | Quiero probar algo diferente o renovar mi estilo,Ver algo en redes o en tienda que me llama la atención | En las rebajas o una promoción concreta,50,54,120,A menudo,Copa grande para mi contorno,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio,Dificultad para encontrar talla | Miedo a comprar online sin probar,,Grandes almacenes (El Corte Inglés) | Corsetería o mercería tradicional,Grandes almacenes (El Corte Inglés) | Outlet físico,"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…)","Marketplace (Amazon, Zalando, Asos…)",Probadores cómodos y privados | Devolución fácil y gratuita | Variedad de tallas incluyendo las mías,Que halla tallas para mi,Tallas y variedad,Guía de tallas fiable y específica por modelo | Devolución gratuita garantizada,Primark,Zara,Intimissimi | Selene,,Intimisimi,4,4,5,5,4,5,4,4,5,4,4,4,5,1.Instagram | 2.Televisión | 3.Valla publicitaria,no,,Es muy guapa,Decathon,Decathon,H&M | Zara,,H&M,Ajuste y fit del bañador | Durabilidad | Comodidad | Variedad de tallas | Secado rápido | Buena relación calidad-precio | Cómoda,1.Instagram | 2.YouTube | 3.Televisión | 4.Cartelera,no,,#4a89ff | #4d8dff | #c2ff4e,Combo1:#6A1B9A+#C8A2C8+#F1F8E9 | Combo2:#1565C0+#87CEEB+#64B5F6 | Combo3:#5C3A1E+#C2A882+#EDE0CF,lingerie:lt3_s,Esta bien es bonito,Si me gustan pero ese as,#a446ff | #a346ff | #b7ff1b,Combo1:#E65100+#FF8C42+#FFA726 | Combo2:#8E24AA+#E8D5F0+#C8A2C8 | Combo3:#1565C0+#B0C4DE+#87CEEB,swim:st1_a,Me gusta bañador no bikini,Son bikinis,swim:triada1 | lingerie:triada3,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
b8b86caf-5f09-4677-a099-4ff54d8983eb,lingerie-swim,6a2c0019-10f7-1525-dbb6-9e5692c7cc43,2026-06-12T12:48:33.759344+00:00,2026-06-12T13:06:14.153+00:00,complete,OK,17.7,28009,23,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, sin hijos",4,2,3,5,4,4,4,4,4,4,4,4,"Hace 6 meses, Victoria's Secret",Hace un mes,Cada 2 – 3 meses,Hace dos meses,70 euros,80 euros,Victoria's Secret,200 – 500 €,Montana,Colores neutros,Con estampado,Con diseno,Producto duradero,Cinco,Cinco,Sí,Sí,Me apetece darme un capricho | La vi y me encantó | Quiero probar algo diferente o renovar mi estilo | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención | En las rebajas o una promoción concreta",34,M,34B,"A veces, depende de la marca",Espalda ancha u hombros anchos,,Relación calidad-precio | Durabilidad tras lavados,Precio percibido elevado | Miedo a comprar online sin probar | Poca confianza en la durabilidad,,Tienda monomarca de lencería o baño | Tienda multimarca especializada en lencería,Grandes almacenes (El Corte Inglés),"Lo he intentado, pero prefiero tienda física",,,Poder medirme y que me asesoren | Probadores cómodos y privados | Guía de tallas fiable online | Variedad de tallas incluyendo las mías | Precio competitivo,Que puedo verificar la calidad de la tela y la costura,Que puedo ver si la tela es buena,,Victoria’s Secret,Oysho,Women Secret | Intimissimi | Calvin Klein | Énfasis,,Victoria’s Secret,5,5,3,5,4,5,5,5,5,5,5,5,5,1.Instagram | 2.TikTok | 3.Escaparate de tienda,no,,Ninguna,H&M,Primark,H&M | Oysho | Zara | Calzedonia,,H&M,Calidad del tejido | Durabilidad | Variedad de tallas | No transparenta al mojarse | Buena relación calidad-precio,1.Instagram | 2.TikTok | 3.YouTube,no,,#a3082a | #a30225 | #a3180f,Combo1:#CC2244+#CC2244+#B71C1C | Combo2:#4A148C+#8E24AA+#AB47BC | Combo3:#757575+#000000+#212121,lingerie:lt1_b,Cubre estómago,Diseño,#3a1aff | #2b34ff | #2c6aff,Combo1:#FFE4EE+#FFE4EE+#FFD1DC | Combo2:#1565C0+#87CEEB+#64B5F6 | Combo3:#B71C1C+#7D1C4A+#CC2244,swim:st2_a,Sujeta el pecho más,Diseño no práctico,swim:triada2 | lingerie:triada1,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""a""}"
